"# If the text in the first column of a row starts with a # character, the row is ignored",,"If the first column for a row is blank, then the row is ignored"
,"If the first column for a row is blank, then the row is ignored",
# The first non-comment line of a sound alias file specifies the key name for all values appearing in this column.,,
"# This means it is safe to swap entire columns around, though you should never swap partial columns.",,
"# You can invent new keys, but the game will ignore them if it doesn't know about them.",,
"# You can leave out keys, but the ""name"" and ""file"" keys must always be present.",,

,name,name of the alias that is used to play this sound (required)
,sequence,"used to uniquely identify alias entries when more than one sound goes to an alias, used only to catch unwanted duplicates (default = 0)"
,file,the name of the file that contains the sound data (required)
,vol_min,"0 is silent, 1 is full volume (default = 1)"
,vol_max,"0 is silent, 1 is full volume (default = same as vol_min)"
,vol_mod,"blank causes no effect on vol_min and vol_max, otherwise the string must match a string in the volumemodgroups.def file and the value in that file corresponding to that string will be used to adjust vol_min and vol_max, clamped to the valid range"
,pitch_min,"1 is normal playback, 2 is twice as fast, 0.5 is half as fast (default = 1)"
,pitch_max,"1 is normal playback, 2 is twice as fast, 0.5 is half as fast (default = same as pitch_min)"
,dist_min,"within this distance in inches, the sound is always full volume (default = 120)"
,dist_max,"outside this distance in inches, the sound is not started.  If left blank or set to 0, the sound will play from any distance.  This does not affect sound volume falloff.",,,,,,,,,,,,,,,,,,,,,
,channel,"auto, menu, weapon, voice, item, body, local, music, announcer (default = auto)",,,,,,,,,,,,,,,,,,,,,
,type,primed (a streamed sound which gets primed on some platforms) / streamed / loaded (default = loaded),,,,,,,,,,,,,,,,,,,,,
,probability,weight to use for the weighted probability of playing this sound instead of another sound (default = 1),,,,,,,,,,,,,,,,,,,,,
,loop,"whether this sound is ""looping"" or ""nonlooping"" (default = ""nonlooping"")",,,,,,,,,,,,,,,,,,,,,
,masterslave,"if ""master"", this is a master sound.  If a number, then this sound's volume will be multiplied by that number (a percentage between 0 and 1) any master sound is playing.  If blank, then neither master nor slave.",,,,,,,,,,,,,,,,,,,,,
,loadspec,"space-separated list of which maps should use this alias; eg, ""burnville dawnville"".  If blank, the alias is used on all maps.",,,,,,,,,,,,,,,,,,,,,
,compression,"a string corresponding to an entry in ""XMAUpdate.tbl"" which is used to determine compression by XMAUpdate.exe",,,,,,,,,,,,,,,,,,,,,
,secondaryaliasname,"defined the name of an additional sound alias to play in addition to the current alias being played. Note that it is an error for the secondaryalias to also define a secondaryaliasname (eg, if B is a secondaryalias of A, B is not allowed to have its own secondaryalias).",,,,,,,,,,,,,,,,,,,,,
,volumefalloffcurve,if blank uses the linear curve which can not be changed. A string 'XXXX' corresponds to the curve defined by the file 'soundaliases/XXXX.vfcurve',,,,,,,,,,,,,,,,,,,,,
,startdelay,defaults to no delay. The value is the number of milliseconds to delay starting the sound by,,,,,,,,,,,,,,,,,,,,,
,speakermap,if blank uses the default speakermappings which cannot be changed. A string 'XXXX' corresponds to the speakermap defined by the file 'soundaliases/XXXX.spkrmap'. ,,,,,,,,,,,,,,,,,,,,,
,reverb,"blank means the alias is affected normally by wet and dry levels, ""fulldrylevel"" forces the alias to use a full drylevel (ignoring the global drylevel), ""nowetlevel"" forces the alias to use no wetlevel (ignoring the global wetlevel)",,,,,,,,,,,,,,,,,,,,,
,lfe percentage,this determines what percentage of the highest calculated spatialized speaker volume should be passed to the LFE. blank means no LFE for the sound,,,,,,,,,,,,,,,,,,,,,

name,sequence,file,vol_min,vol_max,vol_mod,pitch_min,pitch_max,dist_min,dist_max,channel,type,probability,loop,masterslave,loadspec,subtitle,compression,secondaryaliasname,volumefalloffcurve,startdelay,speakermap,reverb,lfe percentage

## ***** BATTLECHATTER *****,,,,,,,,,,,,,,

# AREAS,,,,,,,,,,,,,,

US_rnd_area_barn_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
US_bra_area_barn_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
US_mcc_area_barn_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
US_0_area_barn_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
US_1_area_barn_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
US_2_area_barn_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
US_3_area_barn_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7

UK_pri_area_barn_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
UK_mcg_area_barn_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
UK_0_area_barn_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
UK_1_area_barn_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
UK_2_area_barn_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
UK_3_area_barn_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7

RU_vsk_area_barn_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
RU_frs_area_barn_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
RU_0_area_barn_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
RU_1_area_barn_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
RU_2_area_barn_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
RU_3_area_barn_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7

GE_0_area_barn_generic,,battlechatter/ge/0/GE_0_area_barn_generic_01.wav,0.85,0.85,chatterax,,,120,2800,voice,streamed,,,0.7
GE_1_area_barn_generic,,battlechatter/ge/1/GE_4_area_barn_generic_01.wav,0.85,0.85,chatterax,,,120,2800,voice,streamed,,,0.7
GE_2_area_barn_generic,,battlechatter/ge/2/GE_2_area_barn_generic_01.wav,0.85,0.85,chatterax,,,120,2800,voice,streamed,,,0.7
GE_3_area_barn_generic,,battlechatter/ge/3/GE_3_area_barn_generic_01.wav,0.85,0.85,chatterax,,,120,2800,voice,streamed,,,0.7


US_rnd_area_belltower_generic,,battlechatter/us/rnd/US_rnd_area_church_belltower_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7
US_bra_area_belltower_generic,,battlechatter/us/bra/US_bra_area_church_belltower_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7
US_mcc_area_belltower_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
US_0_area_belltower_generic,,battlechatter/us/0/US_0_area_church_belltower_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7
US_1_area_belltower_generic,,battlechatter/us/1/US_1_area_church_belltower_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7
US_2_area_belltower_generic,,battlechatter/us/2/US_2_area_church_belltower_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7
US_3_area_belltower_generic,,battlechatter/us/3/US_3_area_church_belltower_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7

UK_pri_area_belltower_generic,1,battlechatter/uk/pri/UK_pri_area_church_belltower_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7
UK_pri_area_belltower_generic,2,battlechatter/uk/pri/UK_pri_area_church_belltower_01b.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7
UK_mcg_area_belltower_generic,1,battlechatter/uk/mcg/UK_mcg_area_church_belltower_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7
UK_mcg_area_belltower_generic,2,battlechatter/uk/mcg/UK_mcg_area_church_belltower_01b.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7
UK_0_area_belltower_generic,1,battlechatter/uk/0/UK_0_area_church_belltower_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7
UK_0_area_belltower_generic,2,battlechatter/uk/0/UK_0_area_church_belltower_01b.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7
UK_1_area_belltower_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
UK_2_area_belltower_generic,1,battlechatter/uk/2/UK_2_area_church_belltower_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7
UK_2_area_belltower_generic,2,battlechatter/uk/2/UK_2_area_church_belltower_01b.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7
UK_3_area_belltower_generic,1,battlechatter/uk/3/UK_3_area_church_belltower_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7
UK_3_area_belltower_generic,2,battlechatter/uk/3/UK_3_area_church_belltower_01b.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7

RU_vsk_area_belltower_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
RU_frs_area_belltower_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
RU_0_area_belltower_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
RU_1_area_belltower_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
RU_2_area_belltower_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
RU_3_area_belltower_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7

GE_0_area_belltower_generic,,null.wav,0.85,0.85,chatterax,,,120,2800,voice,,,,0.7
GE_1_area_belltower_generic,,null.wav,0.85,0.85,chatterax,,,120,2800,voice,,,,0.7
GE_2_area_belltower_generic,,null.wav,0.85,0.85,chatterax,,,120,2800,voice,,,,0.7
GE_3_area_belltower_generic,,null.wav,0.85,0.85,chatterax,,,120,2800,voice,,,,0.7


US_rnd_area_boxcar_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
US_bra_area_boxcar_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
US_mcc_area_boxcar_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
US_0_area_boxcar_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
US_1_area_boxcar_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
US_2_area_boxcar_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
US_3_area_boxcar_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7

UK_pri_area_boxcar_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
UK_mcg_area_boxcar_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
UK_0_area_boxcar_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
UK_1_area_boxcar_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
UK_2_area_boxcar_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
UK_3_area_boxcar_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7

RU_vsk_area_boxcar_generic,,battlechatter/ru/vsk/RU_vsk_area_boxcar_generic_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7
RU_frs_area_boxcar_generic,,battlechatter/ru/frs/RU_frs_area_boxcar_generic_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7
RU_0_area_boxcar_generic,,battlechatter/ru/0/RU_4_area_boxcar_generic_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7
RU_1_area_boxcar_generic,,battlechatter/ru/1/RU_1_area_boxcar_generic_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7
RU_2_area_boxcar_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
RU_3_area_boxcar_generic,,battlechatter/ru/3/RU_3_area_boxcar_generic_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7

GE_0_area_boxcar_generic,,battlechatter/ge/0/GE_0_area_boxcar_generic_01.wav,0.85,0.85,chatterax,,,120,2800,voice,streamed,,,0.7
GE_1_area_boxcar_generic,,battlechatter/ge/1/GE_4_area_boxcar_generic_01.wav,0.85,0.85,chatterax,,,120,2800,voice,streamed,,,0.7
GE_2_area_boxcar_generic,,battlechatter/ge/2/GE_2_area_boxcar_generic_01.wav,0.85,0.85,chatterax,,,120,2800,voice,streamed,,,0.7
GE_3_area_boxcar_generic,,battlechatter/ge/3/GE_3_area_boxcar_generic_01.wav,0.85,0.85,chatterax,,,120,2800,voice,streamed,,,0.7


US_rnd_area_bridge_generic,,battlechatter/us/rnd/US_rnd_area_bridge_generic_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7
US_bra_area_bridge_generic,,battlechatter/us/bra/US_bra_area_bridge_generic_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7
US_mcc_area_bridge_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
US_0_area_bridge_generic,,battlechatter/us/0/US_0_area_bridge_generic_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7
US_1_area_bridge_generic,,battlechatter/us/1/US_1_area_bridge_generic_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7
US_2_area_bridge_generic,,battlechatter/us/2/US_2_area_bridge_generic_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7
US_3_area_bridge_generic,,battlechatter/us/3/US_3_area_bridge_generic_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7

UK_pri_area_bridge_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
UK_mcg_area_bridge_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
UK_0_area_bridge_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
UK_1_area_bridge_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
UK_2_area_bridge_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
UK_3_area_bridge_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7

RU_vsk_area_bridge_generic,,battlechatter/ru/vsk/RU_vsk_area_bridge_generic_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7
RU_frs_area_bridge_generic,,battlechatter/ru/frs/RU_frs_area_bridge_generic_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7
RU_0_area_bridge_generic,,battlechatter/ru/0/RU_4_area_bridge_generic_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7
RU_1_area_bridge_generic,,battlechatter/ru/1/RU_1_area_bridge_generic_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7
RU_2_area_bridge_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
RU_3_area_bridge_generic,,battlechatter/ru/3/RU_3_area_bridge_generic_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7

GE_0_area_bridge_generic,,battlechatter/ge/0/GE_0_area_bridge_generic_01.wav,0.85,0.85,chatterax,,,120,2800,voice,streamed,,,0.7
GE_1_area_bridge_generic,,battlechatter/ge/1/GE_4_area_bridge_generic_01.wav,0.85,0.85,chatterax,,,120,2800,voice,streamed,,,0.7
GE_2_area_bridge_generic,,battlechatter/ge/2/GE_2_area_bridge_generic_01.wav,0.85,0.85,chatterax,,,120,2800,voice,streamed,,,0.7
GE_3_area_bridge_generic,,battlechatter/ge/3/GE_3_area_bridge_generic_01.wav,0.85,0.85,chatterax,,,120,2800,voice,streamed,,,0.7


US_rnd_area_bridge_under_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
US_bra_area_bridge_under_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
US_mcc_area_bridge_under_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
US_0_area_bridge_under_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
US_1_area_bridge_under_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
US_2_area_bridge_under_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
US_3_area_bridge_under_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7

UK_pri_area_bridge_under_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
UK_mcg_area_bridge_under_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
UK_0_area_bridge_under_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
UK_1_area_bridge_under_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
UK_2_area_bridge_under_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
UK_3_area_bridge_under_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7

RU_vsk_area_bridge_under_generic,,battlechatter/ru/vsk/RU_vsk_area_bridge_under_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7
RU_frs_area_bridge_under_generic,,battlechatter/ru/frs/RU_frs_area_bridge_under_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7
RU_0_area_bridge_under_generic,,battlechatter/ru/0/RU_4_area_bridge_under_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7
RU_1_area_bridge_under_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
RU_2_area_bridge_under_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
RU_3_area_bridge_under_generic,,battlechatter/ru/3/RU_3_area_bridge_under_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7

GE_0_area_bridge_under_generic,,null.wav,0.85,0.85,chatterax,,,120,2800,voice,,,,0.7
GE_1_area_bridge_under_generic,,null.wav,0.85,0.85,chatterax,,,120,2800,voice,,,,0.7
GE_2_area_bridge_under_generic,,null.wav,0.85,0.85,chatterax,,,120,2800,voice,,,,0.7
GE_3_area_bridge_under_generic,,null.wav,0.85,0.85,chatterax,,,120,2800,voice,,,,0.7


US_rnd_area_building_generic,,battlechatter/us/rnd/US_rnd_area_building_generic_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7
US_bra_area_building_generic,,battlechatter/us/bra/US_bra_area_building_generic_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7
US_mcc_area_building_generic,,null.wav,0.95,0.95,chatteral,,,120,2800,voice,,,,0.7
US_0_area_building_generic,,battlechatter/us/0/US_0_area_building_generic_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7
US_1_area_building_generic,,battlechatter/us/1/US_1_area_building_generic_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7
US_2_area_building_generic,,battlechatter/us/2/US_2_area_building_generic_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7
US_3_area_building_generic,,battlechatter/us/3/US_3_area_building_generic_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7

UK_pri_area_building_generic,1,battlechatter/uk/pri/UK_pri_area_building_generic_01.wav,0.95,0.95,chatteral,,,120,2800,voice,streamed,,,0.7
