"# If the text in the first column of a row starts with a # character, the row is ignored",,"If the first column for a row is blank, then the row is ignored"
,"If the first column for a row is blank, then the row is ignored",
# The first non-comment line of a sound alias file specifies the key name for all values appearing in this column.,,
"# This means it is safe to swap entire columns around, though you should never swap partial columns.",,
"# You can invent new keys, but the game will ignore them if it doesn't know about them.",,
"# You can leave out keys, but the ""name"" and ""file"" keys must always be present.",,

,name,name of the alias that is used to play this sound (required)
,sequence,"used to uniquely identify alias entries when more than one sound goes to an alias, used only to catch unwanted duplicates (default = 0)"
,file,the name of the file that contains the sound data (required)
,vol_min,"0 is silent, 1 is full volume (default = 1)"
,vol_max,"0 is silent, 1 is full volume (default = same as vol_min)"
,vol_mod,"blank causes no effect on vol_min and vol_max, otherwise the string must match a string in the volumemodgroups.def file and the value in that file corresponding to that string will be used to adjust vol_min and vol_max, clamped to the valid range"
,pitch_min,"1 is normal playback, 2 is twice as fast, 0.5 is half as fast (default = 1)"
,pitch_max,"1 is normal playback, 2 is twice as fast, 0.5 is half as fast (default = same as pitch_min)"
,dist_min,"within this distance in inches, the sound is always full volume (default = 120)"
,dist_max,"outside this distance in inches, the sound is not started.  If left blank or set to 0, the sound will play from any distance.  This does not affect sound volume falloff.",,,,,,,,,,,,,,,,,,,,,
,channel,"auto, menu, weapon, voice, item, body, local, music, announcer (default = auto)",,,,,,,,,,,,,,,,,,,,,
,type,primed (a streamed sound which gets primed on some platforms) / streamed / loaded (default = loaded),,,,,,,,,,,,,,,,,,,,,
,probability,weight to use for the weighted probability of playing this sound instead of another sound (default = 1),,,,,,,,,,,,,,,,,,,,,
,loop,"whether this sound is ""looping"" or ""nonlooping"" (default = ""nonlooping"")",,,,,,,,,,,,,,,,,,,,,
,masterslave,"if ""master"", this is a master sound.  If a number, then this sound's volume will be multiplied by that number (a percentage between 0 and 1) any master sound is playing.  If blank, then neither master nor slave.",,,,,,,,,,,,,,,,,,,,,
,loadspec,"space-separated list of which maps should use this alias; eg, ""burnville dawnville"".  If blank, the alias is used on all maps.",,,,,,,,,,,,,,,,,,,,,
,compression,"a string corresponding to an entry in ""XMAUpdate.tbl"" which is used to determine compression by XMAUpdate.exe",,,,,,,,,,,,,,,,,,,,,
,secondaryaliasname,"defined the name of an additional sound alias to play in addition to the current alias being played. Note that it is an error for the secondaryalias to also define a secondaryaliasname (eg, if B is a secondaryalias of A, B is not allowed to have its own secondaryalias).",,,,,,,,,,,,,,,,,,,,,
,volumefalloffcurve,if blank uses the linear curve which can not be changed. A string 'XXXX' corresponds to the curve defined by the file 'soundaliases/XXXX.vfcurve',,,,,,,,,,,,,,,,,,,,,
,startdelay,defaults to no delay. The value is the number of milliseconds to delay starting the sound by,,,,,,,,,,,,,,,,,,,,,
,speakermap,if blank uses the default speakermappings which cannot be changed. A string 'XXXX' corresponds to the speakermap defined by the file 'soundaliases/XXXX.spkrmap'. ,,,,,,,,,,,,,,,,,,,,,
,reverb,"blank means the alias is affected normally by wet and dry levels, ""fulldrylevel"" forces the alias to use a full drylevel (ignoring the global drylevel), ""nowetlevel"" forces the alias to use no wetlevel (ignoring the global wetlevel)",,,,,,,,,,,,,,,,,,,,,
,lfe percentage,this determines what percentage of the highest calculated spatialized speaker volume should be passed to the LFE. blank means no LFE for the sound,,,,,,,,,,,,,,,,,,,,,

name,sequence,file,vol_min,vol_max,vol_mod,pitch_min,pitch_max,dist_min,dist_max,channel,type,probability,loop,masterslave,loadspec,subtitle,compression,secondaryaliasname,volumefalloffcurve,startdelay,speakermap,reverb,lfe percentage

# ***** BRITISH *****,,,,,,,,,,,,,,,,,,,,,

# ***** 88RIDGE,,,,,,,,,,,,,,,,,,,,,
#Tank Group Commander,,,,,,,,,,,,,,,,,,,,,
ridge88_tgc_payattentionnow,,Voiceovers/uk/88ridge/88ridge_tgc_sc01_01_t5R.wav,0.95,0.95,voiceover,,,600,6000,local,streamed,,,master,88ridge,SUBTITLE_RIDGE88_TGC_PAYATTENTIONNOW,,,,,radio
ridge88_tgc_reportin,,Voiceovers/uk/88ridge/88ridge_tgc_sc01_02_t2R.wav,0.95,0.95,voiceover,,,600,6000,local,streamed,,,master,88ridge,SUBTITLE_RIDGE88_TGC_REPORTIN,,,,,radio
ridge88_tgc_loadaprounds,,Voiceovers/uk/88ridge/88ridge_tgc_sc01_06_t2R.wav,0.95,0.95,voiceover,,,600,6000,local,streamed,,,master,88ridge,SUBTITLE_RIDGE88_TGC_LOADAPROUNDS,,,,,radio
ridge88_tgc_staytogether,,Voiceovers/uk/88ridge/88ridge_tgc_sc02_01_t1R.wav,0.95,0.95,voiceover,,,600,6000,local,streamed,,,master,88ridge,SUBTITLE_RIDGE88_TGC_STAYTOGETHER,,,,,radio
ridge88_tgc_killchatter,,Voiceovers/uk/88ridge/88ridge_tgc_sc02_03_t1R.wav,0.95,0.95,voiceover,,,600,6000,local,streamed,,,master,88ridge,SUBTITLE_RIDGE88_TGC_KILLCHATTER,,,,,radio
ridge88_tgc_holdyourfire,,Voiceovers/uk/88ridge/88ridge_tgc_sc02_04_t2R.wav,0.95,0.95,voiceover,,,600,6000,local,streamed,,,master,88ridge,SUBTITLE_RIDGE88_TGC_HOLDYOURFIRE,,,,,radio
ridge88_tgc_foxthreehold,,Voiceovers/uk/88ridge/88ridge_tgc_sc03_01_t2R.wav,0.95,0.95,voiceover,,,600,6000,local,streamed,,,master,88ridge,SUBTITLE_RIDGE88_TGC_FOXTHREEHOLD,,,,,radio
ridge88_tgc_waittilinrange,,Voiceovers/uk/88ridge/88ridge_tgc_sc03_02_t2R.wav,0.95,0.95,voiceover,,,600,6000,local,streamed,,,master,88ridge,SUBTITLE_RIDGE88_TGC_WAITTILINRANGE,,,,,radio
ridge88_tgc_whatyoudoing,,Voiceovers/uk/88ridge/88ridge_tgc_sc03_03_t2R.wav,0.95,0.95,voiceover,,,600,6000,local,streamed,,,master,88ridge,SUBTITLE_RIDGE88_TGC_WHATYOUDOING,,,,,radio
ridge88_tgc_steady,,Voiceovers/uk/88ridge/88ridge_tgc_sc04_02_t2R.wav,0.95,0.95,voiceover,,,600,6000,local,streamed,,,master,88ridge,SUBTITLE_RIDGE88_TGC_STEADY,,,,,radio
ridge88_tgc_steadyyy,,Voiceovers/uk/88ridge/88ridge_tgc_sc04_04_t1R.wav,0.95,0.95,voiceover,,,600,6000,local,streamed,,,master,88ridge,SUBTITLE_RIDGE88_TGC_STEADYYY,,,,,radio
ridge88_tgc_almostinrange,,Voiceovers/uk/88ridge/88ridge_tgc_sc04_05_t2R.wav,0.95,0.95,voiceover,,,600,6000,local,streamed,,,master,88ridge,SUBTITLE_RIDGE88_TGC_ALMOSTINRANGE,,,,,radio
ridge88_tgc_nearlythere,,Voiceovers/uk/88ridge/88ridge_tgc_sc04_06_t2R.wav,0.95,0.95,voiceover,,,600,6000,local,streamed,,,master,88ridge,SUBTITLE_RIDGE88_TGC_NEARLYTHERE,,,,,radio
ridge88_tgc_fireatwill,,Voiceovers/uk/88ridge/88ridge_tgc_sc05_01_t2R.wav,0.95,0.95,voiceover,,,600,6000,local,streamed,,,master,88ridge,SUBTITLE_RIDGE88_TGC_FIREATWILL,,,,,radio
ridge88_tgc_repeatfire,,Voiceovers/uk/88ridge/88ridge_tgc_sc05_02_t1R.wav,0.95,0.95,voiceover,,,600,6000,local,streamed,,,master,88ridge,SUBTITLE_RIDGE88_TGC_REPEATFIRE,,,,,radio
