"# If the text in the first column of a row starts with a # character, the row is ignored",,
,,"If the first column for a row is blank, then the row is ignored"
# The first non-comment line of a sound alias file specifies the key name for all values appearing in this column.,,
"# This means it is safe to swap entire columns around, though you should never swap partial columns.",,
"# You can invent new keys, but the game will ignore them if it doesn't know about them.",,
"# You can leave out keys, but the ""name"" and ""file"" keys must always be present.",,

,name,name of the alias that is used to play this sound (required)
,sequence,"used to uniquely identify alias entries when more than one sound goes to an alias, used only to catch unwanted duplicates (default = 0)"
,file,the name of the file that contains the sound data (required)
,vol_min,"0 is silent, 1 is full volume (default = 1)"
,vol_max,"0 is silent, 1 is full volume (default = same as vol_min)"
,pitch_min,"1 is normal playback, 2 is twice as fast, 0.5 is half as fast (default = 1)"
,pitch_max,"1 is normal playback, 2 is twice as fast, 0.5 is half as fast (default = same as pitch_min)"
,dist_min,"within this distance in inches, the sound is always full volume (default = 120)"
,dist_max,"outside this distance in inches, the sound is not started.  If left blank or set to 0, the sound will play from any distance.  This does not affect sound volume falloff."
,channel,"auto, menu, weapon, voice, item, body, local, music, announcer (default = auto)",,,,,,,,,,,,,
,type,streamed / loaded (default = loaded),,,,,,,,,,,,,
,probability,weight to use for the weighted probability of playing this sound instead of another sound (default = 1),,,,,,,,,,,,,
,loop,"whether this sound is ""looping"" or ""nonlooping"" (default = ""nonlooping"")",,,,,,,,,,,,,
,masterslave,"if ""master"", this is a master sound.  If a number, then this sound won't exceed this volume whenever any master sound is playing.  If blank, then neither master nor slave.",,,,,,,,,,,,,
,loadspec,"space-separated list of which maps should use this alias; eg, ""burnville dawnville"".  If blank, the alias is used on all maps.",,,,,,,,,,,,,

name,sequence,file,vol_min,vol_max,pitch_min,pitch_max,dist_min,dist_max,channel,type,probability,loop,masterslave,loadspec,subtitle

MP_announcer_allies_win,,voiceovers/mp/announcer/MP_Narr_AlliesWin.wav,1.5,1.5,,,1000000,,announcer,streamed,,,,all_mp,
MP_announcer_axis_win,,voiceovers/mp/announcer/MP_Narr_AxisWin.wav,1.5,1.5,,,1000000,,announcer,streamed,,,,all_mp,
MP_announcer_round_draw,,voiceovers/mp/announcer/MP_Narr_Draw.wav,1.5,1.5,,,1000000,,announcer,streamed,,,,all_mp,
MP_announcer_bomb_planted,,voiceovers/mp/announcer/MP_Narr_Planted.wav,1.5,1.5,,,1000000,,announcer,streamed,,,,all_mp,
MP_announcer_bomb_defused,,voiceovers/mp/announcer/MP_Narr_Defused.wav,1.5,1.5,,,1000000,,announcer,streamed,,,,all_mp,

#MP American Commands,,,,,,,,,,,,,,,
american_follow_me,,voiceovers/mp/us/cmds/us_cmd_followme.wav,1,1,,,45,4800,voice,streamed,,,,all_mp
american_move_in,1,voiceovers/mp/us/cmds/us_cmd_movein01.wav,1,1,,,45,4800,voice,streamed,,,,all_mp
american_move_in,2,voiceovers/mp/us/cmds/us_cmd_movein02.wav,1,1,,,45,4800,voice,streamed,,,,all_mp
american_move_in,3,voiceovers/mp/us/cmds/us_cmd_movein03.wav,1,1,,,45,4800,voice,streamed,,,,all_mp
american_fall_back,,voiceovers/mp/us/cmds/us_cmd_fallback.wav,1,1,,,45,4800,voice,streamed,,,,all_mp
american_suppressing_fire,,voiceovers/mp/us/cmds/us_cmd_suppfire.wav,1,1,,,45,4800,voice,streamed,,,,all_mp
american_attack_right_flank,1,voiceovers/mp/us/cmds/us_cmd_rtflank01.wav,1,1,,,45,4800,voice,streamed,,,,all_mp
american_attack_right_flank,2,voiceovers/mp/us/cmds/us_cmd_rtflank02.wav,1,1,,,45,4800,voice,streamed,,,,all_mp
american_attack_left_flank,,voiceovers/mp/us/cmds/us_cmd_ltflank.wav,1,1,,,45,4800,voice,streamed,,,,all_mp
american_hold_position,,voiceovers/mp/us/cmds/us_cmd_holdpos.wav,1,1,,,45,4800,voice,streamed,,,,all_mp
american_regroup,,voiceovers/mp/us/cmds/us_cmd_regroup01.wav,1,1,,,45,4800,voice,streamed,,,,all_mp
american_stick_together,,voiceovers/mp/us/cmds/us_cmd_regroup02.wav,1,1,,,45,4800,voice,streamed,,,,all_mp
,,,1,1,,,45,4800,voice,streamed,,,,
#MP American Statements,,,1,1,,,45,4800,voice,streamed,,,,
american_enemy_spotted,,voiceovers/mp/us/stat/us_stat_enemyspot.wav,1,1,,,45,4800,voice,streamed,,,,all_mp
american_enemy_down,,voiceovers/mp/us/stat/us_stat_enemydn.wav,1,1,,,45,4800,voice,streamed,,,,all_mp
american_in_position,,voiceovers/mp/us/stat/us_stat_inpos.wav,1,1,,,45,4800,voice,streamed,,,,all_mp
american_area_secure,,voiceovers/mp/us/stat/us_stat_secure.wav,1,1,,,45,4800,voice,streamed,,,,all_mp
american_enemy_grenade,,voiceovers/mp/us/stat/us_stat_gren01.wav,1,1,,,45,4800,voice,streamed,,,,all_mp
american_grenade,,voiceovers/mp/us/stat/us_stat_gren02.wav,1,1,,,45,4800,voice,streamed,,,,all_mp
american_sniper,,voiceovers/mp/us/stat/us_stat_sniper.wav,1,1,,,45,4800,voice,streamed,,,,all_mp
